"","epi_ctry","epi_subj","question","response","question_text"
"2653","Thailand",30888,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2654","US",10407,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2655","US",10397,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2656","US",10383,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2657","US",10415,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2658","US",10419,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2659","US",10417,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2660","US",10413,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2661","US",10409,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2662","US",10411,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2663","US",10403,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2664","US",10405,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2665","US",10425,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2666","US",10427,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2667","US",10423,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2668","US",10429,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2669","US",10443,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2670","US",10445,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2671","US",10447,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2672","US",10449,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2673","US",10451,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2674","US",10398,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2675","US",10453,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2676","US",10400,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2677","US",10455,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2678","US",10402,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2679","US",10457,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2680","US",10404,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2681","US",10406,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2682","US",10408,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2683","US",10410,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2684","US",10414,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2685","US",10416,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2686","US",10420,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2687","US",10424,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2688","US",10439,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2689","US",10426,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2690","US",10428,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2691","US",10422,"epi_2_04",NA,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2692","US",10430,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2693","US",10440,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2694","US",10444,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2695","US",10461,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2696","US",10463,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2697","US",10465,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2698","US",10446,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2699","US",10469,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2700","US",10448,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2701","US",10450,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2702","US",10452,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2703","US",10454,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2704","US",10456,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2705","US",10471,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2706","US",10458,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2707","US",10462,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2708","US",10460,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2709","US",10464,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2710","US",10466,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2711","US",10468,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2712","US",10473,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2713","US",10475,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2714","US",10477,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2715","US",10467,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2716","US",10381,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2717","US",10385,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2718","US",10387,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2719","US",10389,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2720","US",10391,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2721","US",10393,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2722","US",10395,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2723","US",10431,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2724","US",10433,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2725","US",10435,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2726","US",10437,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2727","US",10441,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2728","US",10399,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2729","US",10382,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2730","US",10384,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2731","US",10388,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2732","US",10390,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2733","US",10392,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2734","US",10394,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2735","US",10396,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2736","US",10432,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2737","US",10434,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2738","US",10436,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2739","US",10438,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2740","US",10442,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2741","US",10470,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2742","US",10472,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2743","US",10474,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2744","US",10476,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2745","US",10478,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2746","US",10421,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2747","US",10386,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2748","US",10401,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2749","US",10479,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2750","US",10481,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2751","US",10483,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2752","US",10485,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2753","US",10487,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2754","US",10489,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2755","US",10491,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2756","US",10493,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2757","US",10495,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2758","US",10412,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2759","US",10418,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2760","US",10480,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2761","US",10482,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2762","US",10484,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2763","US",10486,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2764","US",10488,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2765","US",10490,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2766","US",10492,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2767","US",10494,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2768","US",10496,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2769","US",10508,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2770","US",10510,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2771","US",10512,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2772","US",10514,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2773","US",10516,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2774","US",10518,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2775","US",10520,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2776","US",10522,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2777","US",10524,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2778","US",10526,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2779","US",10534,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2780","US",10540,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2781","US",10542,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2782","US",10544,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2783","US",10546,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2784","US",10548,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2785","US",10550,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2786","US",10552,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2787","US",10554,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2788","US",10556,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2789","US",10558,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2790","US",10560,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2791","US",10562,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2792","US",10564,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2793","US",10566,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2794","US",10568,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2795","US",10570,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2796","US",10507,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2797","US",10509,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2798","US",10511,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2799","US",10572,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2800","US",10513,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2801","US",10574,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2802","US",10576,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2803","US",10578,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2804","US",10580,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2805","US",10582,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2806","US",10584,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2807","US",10586,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2808","US",10588,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2809","US",10590,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2810","US",10592,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2811","US",10594,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2812","US",10515,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2813","US",10517,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2814","US",10519,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2815","US",10521,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2816","US",10561,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2817","US",10563,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2818","US",10565,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2819","US",10567,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2820","US",10569,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2821","US",10545,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2822","US",10547,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2823","US",10549,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2824","US",10553,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2825","US",10504,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2826","US",10555,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2827","US",10557,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2828","US",10506,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2829","US",10559,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2830","US",10528,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2831","US",10530,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2832","US",10532,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2833","US",10536,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2834","US",10538,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2835","US",10529,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2836","US",10531,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2837","US",10537,"epi_2_04",1,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2838","US",10539,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2839","US",10503,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
"2840","US",10525,"epi_2_04",0,"4. Some people say that the divine or supernatural speaks to them in their minds as a distinct voice in their minds, but not an audible voice. Has it happened to you?"
